n_index,previous_index_num,movie_title_txt_num,imdb_id,n_of_posters,total_box_office,with_adjusted_box_office,total_label,year,movie_title,year_box_office_label,Rnum_year_box_office_label,groups_num,train_or_test,budget
4772,7467,7916,tt0451673,1,3479302,5025658,0,2004,Camping Sauvage,5,R5,4,train,4600000
4771,2379,2419,tt0379217,7,3729806,4605866,0,2004,Coffee and Cigarettes,5,R5,3,train,0
4770,2169,2206,tt0388789,5,3735969,5108345,0,2004,Born Into Brothels Calcuttas Red Light Kids,5,R5,2,train,0
4769,2126,2163,tt0315273,3,3817362,5513967,0,2004,Benji Off the Leash,5,R5,1,train,0
4768,2415,2456,tt0373861,4,3982419,4760943,0,2004,Story of the Weeping Camel The,5,R5,0,train,0
3817,2072,2109,tt0360009,11,4357745,6294518,0,2004,Spartan,6,R6,43,test,0
3816,5687,5959,tt0381487,3,4545743,4545743,0,2004,People Jet Set 2,6,R6,42,test,0
3815,2688,2739,tt0332658,6,4560974,4956464,0,2004,Intermission,6,R6,41,test,0
3814,2393,2433,tt0379225,4,4843572,6396237,0,2004,Corporation The,6,R6,40,test,0
3813,2583,2630,tt0337930,4,5559100,6052033,0,2004,Nicotina,6,R6,39,test,0
3812,1972,2009,tt0354766,11,5644575,8153273,0,2004,Never Die Alone,6,R6,38,test,0
3811,3020,3083,tt0274407,1,5773130,5966148,0,2004,Callas Forever,6,R6,37,test,0
3810,2789,2842,tt0298131,3,6073126,6398258,0,2004,Rosenstrasse,6,R6,36,test,0
3809,2122,2159,tt0348593,10,6102830,7807519,0,2004,Door in the Floor The,6,R6,35,test,0
3808,3967,4072,tt0277941,11,6371899,6410547,0,2004,Ned Kelly,6,R6,34,train,0
3807,7863,8333,tt0312329,4,6429865,9043866,0,2004,Against the Ropes,6,R6,33,train,39000000
3806,2292,2330,tt0374546,28,6502364,7560486,0,2004,Bom yeoreum gaeul gyeoul geurigo bom,6,R6,32,train,0
3805,5677,5948,tt0388242,3,6609909,6609909,0,2004,Mariages,6,R6,31,train,0
3804,7442,7890,tt0315824,13,6626115,9502286,0,2004,Big Bounce The,6,R6,30,train,50000000
3803,7435,7883,tt0399901,1,6879730,9937388,0,2004,Woman Thou Art Loosed,6,R6,29,train,3000000
3802,7472,7921,tt0420332,5,7017859,8320980,0,2004,Veer Zaara,6,R6,28,train,7000000
3801,2339,2379,tt0363532,6,7117027,8053324,0,2004,Confidences trop intimes,6,R6,27,train,0
3800,7460,7909,tt0331953,9,7573551,9796504,0,2004,Club Dread,6,R6,26,train,8500000
3799,1959,1996,tt0331952,15,7863875,10425595,0,2004,Clearing The,6,R6,25,train,0
3798,7432,7880,tt0345074,2,8047525,11624196,0,2004,Connie and Carla,6,R6,24,train,20000000
3797,7446,7894,tt0363473,8,8292914,10833427,0,2004,Beyond the Sea,6,R6,23,train,24000000
3796,3906,4008,tt1606382,4,8360096,8403241,0,2004,Yves St Laurent,6,R6,22,train,0
3795,7479,7928,tt0310778,5,8361736,9407835,0,2004,Bon Voyage,6,R6,21,train,20000000
3794,2923,2981,tt0364517,17,8387030,8630894,0,2004,Love Me If You Dare,6,R6,20,train,0
3793,7493,7943,tt0361862,30,8655397,9132805,0,2004,Machinist The,6,R6,19,train,5000000
3792,7431,7878,tt0324127,12,8712564,12584811,0,2004,Suspect Zero,6,R6,18,train,27000000
3791,7428,7874,tt0270846,4,9355369,13403952,0,2004,Superbabies Baby Geniuses 2,6,R6,17,train,20000000
3790,7425,7871,tt0368975,4,9408183,13589595,0,2004,Sleepover,6,R6,16,train,10000000
3789,7800,8266,tt0323939,10,9533964,9545081,0,2004,Shade,6,R6,15,train,6800000
3788,2245,2282,tt0329388,8,9564199,10819471,0,2004,Monsieur Ibrahim,6,R6,14,train,0
3787,2091,2128,tt0377744,3,10058001,11916157,0,2004,Day Without a Mexican A,6,R6,13,train,0
3786,7430,7877,tt0332375,12,10206551,14155950,0,2004,Saved,6,R6,12,train,5000000
3785,1700,1727,tt0314498,10,10387706,15004460,0,2004,Perfect Score The,6,R6,11,train,0
3784,7429,7876,tt0361620,11,10419084,14443527,0,2004,First Daughter,6,R6,10,train,30000000
3783,7419,7865,tt0399877,6,10941801,15766515,0,2004,What the Bleep Do We Know,6,R6,9,train,4000000
3782,7447,7895,tt0381681,25,11217346,13791928,0,2004,Before Sunset,6,R6,8,train,2000000
3781,7409,7855,tt0380277,3,11540112,16669050,0,2004,Cookout The,6,R6,7,train,16000000
3780,7405,7851,tt0360139,12,12291975,17709530,0,2004,Chasing Liberty,6,R6,6,train,23000000
3779,7404,7850,tt0349169,5,12512317,17948924,0,2004,Breakin All the Rules,6,R6,5,train,9000000
3778,7464,7913,tt0383694,7,13353855,14948690,0,2004,Vera Drake,6,R6,4,train,11000000
3777,1514,1537,tt0338096,15,14140215,20424753,0,2004,Dirty Dancing Havana Nights,6,R6,3,train,0
3776,1664,1690,tt0252028,20,14328813,19305854,0,2004,Surviving Christmas,6,R6,2,train,0
3775,7392,7837,tt0361925,6,14469428,20900279,0,2004,Welcome to Mooseport,6,R6,1,train,26000000
3774,7434,7882,tt0340012,8,14488705,17739736,0,2004,Being Julia,6,R6,0,train,18000000
2823,7396,7841,tt0367085,6,14553807,20741448,0,2004,Soul Plane,7,R7,43,test,16000000
2822,7397,7842,tt0326856,15,14566246,20587719,0,2004,Envy,7,R7,42,test,20000000
2821,7456,7905,tt0337876,10,14603001,16816911,0,2004,Birth,7,R7,41,test,20000000
2820,7422,7868,tt0361696,9,14811980,19439524,0,2004,Raise Your Voice,7,R7,40,test,15000000
2819,2474,2516,tt0276919,31,14851654,15531817,0,2004,Dogville,7,R7,39,test,0
2818,2277,2314,tt0309987,28,15307337,16432424,0,2004,Dreamers The,7,R7,38,test,0
2817,7462,7911,tt0379557,13,15396525,17438117,0,2004,Touching the Void,7,R7,37,test,2000000
2816,2929,2988,tt0352343,8,15458405,15699149,0,2004,Facing Window,7,R7,36,test,0
2815,7393,7838,tt0335121,15,16910708,23281658,0,2004,Godsend,7,R7,35,test,30000000
2814,7386,7830,tt0337917,12,16959614,24383518,0,2004,Catch That Kid,7,R7,34,train,18000000
2813,7383,7827,tt0335559,8,16980098,24526806,0,2004,Win a Date with Tad Hamilton,7,R7,33,train,24000000
2812,7380,7824,tt0332712,9,17322212,25020687,0,2004,My Babys Daddy,7,R7,32,train,12000000
2811,7423,7869,tt0362269,9,17443529,21826508,0,2004,Kinsey,7,R7,31,train,11000000
2810,7377,7821,tt0366551,26,18225165,26325237,0,2004,Harold and Kumar Go to White Castle,7,R7,30,train,9000000
2809,7400,7845,tt0352277,5,18524496,24452183,0,2004,De Lovely,7,R7,29,train,15000000
2808,7463,7912,tt0379889,19,18765585,20274118,0,2004,Merchant of Venice The,7,R7,28,train,30000000
2807,7388,7832,tt0241025,6,19123851,26290004,0,2004,Vanity Fair,7,R7,27,train,23000000
2806,7403,7849,tt0356721,12,20034713,25708340,1,2004,I Heart Huckabees,7,R7,26,train,22000000
2805,7379,7823,tt0356150,17,20718223,28592989,1,2004,Eurotrip,7,R7,25,train,25000000
2804,7394,7839,tt0363282,10,21215882,27446261,1,2004,New York Minute,7,R7,24,train,40000000
2803,7401,7846,tt0324554,13,21577076,27355411,1,2004,Wicker Park,7,R7,23,train,30000000
2802,7375,7818,tt0361841,6,21758371,30834906,1,2004,Little Black Book,7,R7,22,train,30000000
2801,7372,7815,tt0339412,5,21827296,31516314,1,2004,Mr 3000,7,R7,21,train,30000000
2800,1264,1280,tt0353774,2,22215235,31703344,1,2004,NASCAR The IMAX Experience,7,R7,20,train,0
2799,7411,7857,tt0390521,10,22233808,27357963,1,2004,Super Size Me,7,R7,19,train,65000
2798,7371,7814,tt0318974,19,23911362,33869738,1,2004,Alamo The ,7,R7,18,train,92000000
2797,7381,7825,tt0387575,23,24716190,32278939,1,2004,Seed of Chucky,7,R7,17,train,29000000
2796,7387,7831,tt0327247,21,26323969,33579062,1,2004,Whole Ten Yards The,7,R7,16,train,30000000
2795,7437,7885,tt0167456,10,28231444,31239460,1,2004,Thunderbirds,7,R7,15,train,55000000
2794,7853,8322,tt0358349,12,28703083,39153858,1,2004,Agent Cody Banks 2 Destination London,7,R7,14,train,26000000
2793,7376,7819,tt0403703,8,28762690,37546101,1,2004,Yu Gi Oh,7,R7,13,train,20000000
2792,7364,7807,tt0337697,15,29356757,41874920,1,2004,Prince and Me The,7,R7,12,train,30000000
2791,7378,7822,tt0323033,9,29948322,37880901,1,2004,Laws of Attraction,7,R7,11,train,32000000
2790,7537,7993,tt0387596,6,30298347,30430937,1,2004,Silmido,7,R7,10,train,8500000
2789,7398,7843,tt0365748,40,30332385,36351439,1,2004,Shaun of the Dead,7,R7,9,train,5000000
2788,2715,2767,tt0363226,25,30874550,31253974,1,2004,Zatoichi,7,R7,8,train,0
2787,7361,7804,tt0359517,6,31286759,45155179,1,2004,Johnson Family Vacation,7,R7,7,train,12000000
2786,7363,7806,tt0361467,12,33118854,46154881,1,2004,Confessions of a Teenage Drama Queen,7,R7,6,train,15000000
2785,7374,7817,tt0377062,26,34009180,43153292,1,2004,Flight of the Phoenix,7,R7,5,train,75000000
2784,7368,7811,tt0362270,32,34806726,45061202,1,2004,Life Aquatic with Steve Zissou The,7,R7,4,train,50000000
2783,7399,7844,tt0375173,25,35195939,41149241,1,2004,Alfie ,7,R7,3,train,40000000
2782,7365,7808,tt0333766,25,36028802,47930777,1,2004,Garden State,7,R7,2,train,2500000
2781,5034,5221,tt0382330,9,36032594,36035140,1,2004,Sa Som I Himmelen,7,R7,1,train,0
2780,4558,4706,tt0395169,19,36521223,45933423,1,2004,Hotel Rwanda,7,R7,0,train,17500000
1829,7366,7809,tt0300051,23,37066129,48295512,1,2004,Jersey Girl,8,R8,43,test,35000000
1828,7850,8319,tt0367479,23,38329114,50909734,1,2004,After the Sunset,8,R8,42,test,57000000
1827,7485,7934,tt0369702,27,39686345,40525996,1,2004,Mar adentro,8,R8,41,test,13300000
1826,7367,7810,tt0315297,12,40119848,51317640,2,2004,Twisted,8,R8,40,test,50000000
1825,7384,7828,tt0360201,15,41666476,49160957,2,2004,Wimbledon,8,R8,39,test,35000000
1824,7504,7955,tt0286112,25,42776032,42993305,2,2004,Shaolin Soccer,8,R8,38,test,10000000
1823,7343,7786,tt0204313,25,43957541,62541922,2,2004,Exorcist The Beginning,8,R8,37,test,78000000
1822,2265,2302,tt0374900,11,46122713,65912830,2,2004,Napoleon Dynamite,8,R8,36,test,400000
1821,7373,7816,tt0329691,16,46176322,55588014,2,2004,Torque,8,R8,35,test,40000000
1820,7340,7783,tt0351977,22,47313824,67853296,2,2004,Walking Tall,8,R8,34,train,56000000
1819,7339,7781,tt0396592,5,48563556,69281273,2,2004,Fat Albert,8,R8,33,train,45000000
1818,7351,7794,tt0346156,29,49730854,66513110,2,2004,Sky Captain and the World of Tomorrow,8,R8,32,train,70000000
1817,7352,7795,tt0350028,20,49928680,66588907,2,2004,Raising Helen,8,R8,31,train,50000000
1816,7349,7792,tt0365957,6,50811858,68619182,2,2004,You Got Served,8,R8,30,train,8000000
1815,7358,7801,tt0372588,16,50948811,65514273,2,2004,Team America World Police,8,R8,29,train,20000000
1814,7342,7785,tt0371246,14,54344321,72533003,2,2004,Spanglish,8,R8,28,train,75000000
1813,7357,7800,tt0330793,27,54533774,69495711,2,2004,Punisher The,8,R8,27,train,33000000
1812,1412,1432,tt0318462,16,55029200,62429989,2,2004,Motorcycle Diaries The,8,R8,26,train,0
1811,7362,7805,tt0374102,22,55518641,69074587,2,2004,Open Water,8,R8,25,train,500000
1810,7359,7802,tt0337921,21,61475984,75699806,3,2004,Cellular,8,R8,24,train,45000000
1809,7341,7784,tt0385267,13,63489752,81667392,3,2004,In Good Company,8,R8,23,train,26000000
1808,992,1003,tt0364045,22,64232363,78757848,3,2004,Taking Lives,8,R8,22,train,0
1807,6492,6838,tt0056241,10,64474705,93087185,3,2004,Miracle The ,8,R8,21,train,28000000
1806,6615,6970,tt0364751,18,65121280,90966383,3,2004,Without a Paddle,8,R8,20,train,30000000
1805,6490,6836,tt0337579,8,65842412,94762593,3,2004,Barbershop 2 Back in Business,8,R8,19,train,18000000
1804,7443,7891,tt0344510,27,69759296,72342136,3,2004,long dimanche de fiancailles Un,8,R8,18,train,55000000
1803,6950,7350,tt0356470,18,70164105,93025507,3,2004,Cinderella Story A,8,R8,17,train,19000000
1802,7360,7803,tt0366174,20,70326393,84338116,3,2004,Anacondas The Hunt for the Blood Orchid,8,R8,16,train,25000000
1801,7369,7812,tt0327437,27,72004159,82672674,3,2004,Around the World in 80 Days ,8,R8,15,train,110000000
1800,7350,7793,tt0335245,33,77392139,95033083,3,2004,Ladykillers The,8,R8,14,train,35000000
1799,7348,7791,tt0327554,26,82145379,100013103,4,2004,Catwoman,8,R8,13,train,100000000
1798,7465,7914,tt0372824,17,83529758,85061499,4,2004,Choristes Les,8,R8,12,train,5500000
1797,6233,6546,tt0357413,31,89476265,126870442,4,2004,Anchorman The Legend of Ron Burgundy,8,R8,11,train,25000000
1796,7207,7641,tt0376105,22,89955540,109833489,4,2004,Racing Stripes,8,R8,10,train,30000000
1795,7415,7861,tt0385004,27,92863945,97464438,4,2004,House of Flying Daggers,8,R8,9,train,12000000
1794,6715,7086,tt0289879,49,95638592,121382889,4,2004,Butterfly Effect The,8,R8,8,train,13000000
1793,6489,6835,tt0368008,26,96148711,125459247,4,2004,Manchurian Candidate The ,8,R8,7,train,80000000
1792,6546,6897,tt0327162,18,96221971,122655581,4,2004,Stepford Wives The ,8,R8,6,train,100000000
1791,6326,6646,tt0388419,22,96469187,129197420,4,2004,Christmas with the Kranks,8,R8,5,train,50000000
1790,7846,8315,tt0337563,29,97658712,123054139,4,2004,13 Going On 30,8,R8,4,train,37000000
1789,6519,6867,tt0167190,57,99823958,126323491,4,2004,Hellboy,8,R8,3,train,60000000
1788,6267,6584,tt0349710,21,102332848,135432253,5,2004,Ladder 49,8,R8,2,train,60000000
1787,7002,7407,tt0371724,33,102746214,123122014,5,2004,Hitchhikers Guide to the Galaxy The,8,R8,1,train,45000000
1786,6578,6932,tt0363547,39,103452875,129670992,5,2004,Dawn of the Dead ,8,R8,0,train,28000000
835,6763,7141,tt0387564,46,103880027,128472476,5,2004,Saw,9,R9,43,test,1200000
834,6757,7135,tt0296572,32,107212751,132862856,5,2004,Chronicles of Riddick The,9,R9,42,test,120000000
833,6374,6702,tt0317648,23,108086731,137991941,5,2004,Hidalgo,9,R9,41,test,78000000
832,6342,6664,tt0375063,24,109793192,139359207,5,2004,Sideways,9,R9,40,test,17000000
831,6357,6679,tt0381707,20,111448997,142181883,5,2004,White Chicks,9,R9,39,test,20000000
830,6875,7261,tt0308644,30,115036108,136786612,5,2004,Finding Neverland,9,R9,38,test,25000000
829,6237,6550,tt0332280,37,116025023,152025817,5,2004,Notebook The,9,R9,37,test,30000000
828,7356,7799,tt0376541,35,116177695,130989196,5,2004,Closer,9,R9,36,test,35000000
827,6420,6753,tt0356618,26,117211892,146861615,5,2004,Forgotten The,9,R9,35,test,50000000
826,1741,1771,tt0358135,23,118097882,143792559,5,2004,Shall We Dance ,9,R9,34,train,40000000
825,6222,6535,tt0368933,24,122071435,164360071,6,2004,Princess Diaries 2 Royal Engagement The,9,R9,33,train,45000000
824,7115,7530,tt0318627,51,125168734,147719871,6,2004,Resident Evil Apocalypse,9,R9,32,train,50000000
823,6227,6540,tt0377092,32,130953026,169196236,6,2004,Mean Girls,9,R9,31,train,18000000
822,6246,6559,tt0328107,33,130968579,165593822,6,2004,Man on Fire ,9,R9,30,train,60000000
821,6840,7224,tt0359013,52,131353165,154446309,6,2004,Blade Trinity,9,R9,29,train,65000000
820,6229,6542,tt0345950,23,142051255,179855697,7,2004,SpongeBob SquarePants The Movie,9,R9,28,train,30000000
819,6455,6795,tt0378194,72,153535982,182961717,7,2004,Kill Bill Volume 2,9,R9,27,train,55000000
818,6976,7378,tt0293508,30,153878531,175066011,7,2004,Phantom of the Opera The ,9,R9,26,train,55000000
817,7355,7798,tt0346491,63,167297191,182527003,8,2004,Alexander,9,R9,25,train,155000000
816,6178,6488,tt0364725,24,167791704,218603583,8,2004,Dodgeball A True Underdog Story,9,R9,24,train,30000000
815,6225,6538,tt0335438,23,170200225,209400318,8,2004,Starsky and Hutch,9,R9,23,train,60000000
814,6238,6551,tt0370263,50,172543519,208224000,8,2004,AVP Alien Vs Predator,9,R9,22,train,70000000
813,7845,8314,tt0343135,26,173044410,212188188,8,2004,Along Came Polly,9,R9,21,train,42000000
812,6231,6544,tt0331632,25,181185387,218601114,9,2004,Scooby Doo 2 Monsters Unleashed,9,R9,20,train,25000000
811,6859,7243,tt0349683,28,203877963,226934833,9,2004,King Arthur ,9,R9,19,train,90000000
810,6195,6506,tt0338751,38,208370892,250771901,9,2004,Aviator The,9,R9,18,train,110000000
809,6177,6487,tt0339291,31,212956024,264597061,9,2004,Lemony Snickets A Series of Unfortunate Events,9,R9,17,train,100000000
808,6220,6533,tt0369339,45,217670152,262190217,9,2004,Collateral,9,R9,16,train,60000000
807,6251,6565,tt0362227,38,218673959,252929047,9,2004,Terminal The,9,R9,15,train,75000000
806,6175,6485,tt0361596,8,221148959,274088739,9,2004,Fahrenheit 9 11,9,R9,14,train,6000000
805,6213,6525,tt0405159,40,231928227,272112579,9,2004,Million Dollar Baby,9,R9,13,train,30000000
804,6190,6500,tt0368447,33,257641634,308396081,9,2004,Village The,9,R9,12,train,71682975
803,7347,7790,tt0317198,36,263894551,281747901,9,2004,Bridget Jones The Edge Of Reason,9,R9,11,train,50000000
802,6148,6457,tt0372183,53,288587450,366848530,9,2004,Bourne Supremacy The,9,R9,10,train,85000000
801,6174,6484,tt0338526,32,300150546,353550789,9,2004,Van Helsing,9,R9,9,train,170000000
800,6145,6454,tt0338348,37,310634169,389058185,9,2004,Polar Express The,9,R9,8,train,170000000
799,6154,6463,tt0368891,42,331323410,407381527,9,2004,National Treasure,9,R9,7,train,100000000
798,6157,6466,tt0307453,41,371917043,443626409,9,2004,Shark Tale,9,R9,6,train,75000000
797,6165,6475,tt0332452,61,484161265,543405075,9,2004,Troy,9,R9,5,train,150000000
796,6128,6437,tt0290002,30,516567575,635382279,9,2004,Meet the Fockers,9,R9,4,train,60000000
795,6139,6448,tt0317705,66,614726752,730481829,9,2004,Incredibles The,9,R9,3,train,92000000
794,6125,6434,tt0316654,54,795110670,961121549,9,2004,Spider Man 2,9,R9,2,train,200000000
793,6140,6449,tt0304141,76,796688549,907594749,9,2004,Harry Potter and the Prisoner of Azkaban,9,R9,1,train,130000000
792,6119,6428,tt0298148,56,937008132,1133108682,9,2004,Shrek 2,9,R9,0,train,70000000
9804,5582,5846,tt0451021,2,354,493,0,2005,Comedians of Comedy The,0,R0,45,test,0
9803,6099,6405,tt0402249,3,423,583,0,2005,Dark Hours The,0,R0,44,test,400000
9802,5544,5796,tt0370531,1,996,1390,0,2005,Shes One of Us,0,R0,43,test,0
9801,5537,5789,tt0383460,1,1058,1480,0,2005,Letter An American Town The,0,R0,42,test,0
9800,5523,5769,tt0308281,1,1262,1758,0,2005,Frog g g,0,R0,41,test,0
9799,5502,5745,tt0475333,1,1496,2090,0,2005,Making Grace,0,R0,40,test,0
9798,5494,5736,tt0421250,3,1600,2234,0,2005,Steal Me,0,R0,39,test,0
9797,5484,5725,tt1766204,1,1806,2521,0,2005,With God on Our Side,0,R0,38,test,0
9796,5449,5687,tt0070488,4,2377,3319,0,2005,Optimists The,0,R0,37,test,0
9795,5447,5685,tt0372401,3,2386,3337,0,2005,Sex Sells The Making of Touche,0,R0,36,test,0
9794,5441,5678,tt0412042,3,2438,3409,0,2005,Rider Named Death The,0,R0,35,train,0
9793,5439,5676,tt0271537,2,2443,3418,0,2005,Happy Here and Now,0,R0,34,train,0
9792,5403,5635,tt0464216,1,2996,4189,0,2005,Stolen Childhoods,0,R0,33,train,0
9791,5402,5634,tt0428672,2,3025,4225,0,2005,Unveiled,0,R0,32,train,0
9790,5391,5622,tt0404551,1,3238,4530,0,2005,Congo White King Red Rubber Black Death,0,R0,31,train,0
9789,6098,6403,tt0322700,3,3264,4566,0,2005,I Love Your Work,0,R0,30,train,1600000
9788,5384,5615,tt0381682,2,3306,4620,0,2005,Hole in My Heart A,0,R0,29,train,0
9787,6096,6401,tt0401462,1,3700,5176,0,2005,Helix Loaded The,0,R0,28,train,1000000
9786,5360,5587,tt0444698,1,3724,5203,0,2005,This Divided State,0,R0,27,train,0
9785,6093,6398,tt0377043,2,4134,5777,0,2005,Californians The,0,R0,26,train,500000
9784,5331,5550,tt0383648,4,4181,5848,0,2005,Sueno,0,R0,25,train,0
9783,5330,5549,tt0278017,1,4216,5893,0,2005,Perlasca,0,R0,24,train,0
9782,5324,5543,tt0458425,2,4337,6064,0,2005,McLibel,0,R0,23,train,0
9781,5319,5537,tt0424189,1,4433,6198,0,2005,Isn t This a Time A Tribute Concert for Harold Leventhal,0,R0,22,train,0
9780,5308,5524,tt0338001,1,4626,6467,0,2005,Emile,0,R0,21,train,0
9779,6077,6381,tt0385890,3,4655,6512,0,2005,My Big Fat Independent Movie,0,R0,20,train,3000000
9778,5296,5511,tt0342916,1,4825,6745,0,2005,Streets of Legend,0,R0,19,train,0
9777,6063,6364,tt0428959,1,4930,6898,0,2005,Peace Propaganda and the Promised Land,0,R0,18,train,70000
9776,5234,5445,tt0387549,5,5642,7894,0,2005,Roost The,0,R0,17,train,0
9775,5221,5429,tt0451070,1,5965,8342,0,2005,Grace Lee Project The,0,R0,16,train,0
9774,5199,5406,tt0106676,3,6355,8889,0,2005,Daybreak,0,R0,15,train,0
9773,5194,5401,tt0448435,1,6395,8943,0,2005,Decent Factory A,0,R0,14,train,0
9772,5189,5395,tt0433635,1,6470,9051,0,2005,Magdalena The Unholy Saint,0,R0,13,train,0
9771,6080,6384,tt0490079,1,6998,9759,0,2005,Aristide and the Endless Revolution,0,R0,12,train,0
9770,5165,5365,tt0424273,2,7129,9795,0,2005,Electric Shadows,0,R0,11,train,0
9769,5127,5324,tt0452659,1,8018,11213,0,2005,Occupation Dreamland,0,R0,10,train,0
9768,5123,5320,tt0338977,4,8085,11311,0,2005,Games of Love and Chance,0,R0,9,train,0
9767,5122,5319,tt0424584,1,8127,11365,0,2005,Writer of O,0,R0,8,train,0
9766,5078,5272,tt0187387,1,9064,12684,0,2005,Living Life,0,R0,7,train,0
9765,5065,5254,tt0396818,1,9392,13141,0,2005,Primo Amore,0,R0,6,train,0
9764,5051,5240,tt0445396,3,9724,13607,0,2005,Presidents Last Bang The,0,R0,5,train,0
9763,5040,5227,tt0377569,3,10093,14011,0,2005,Buongiorno notte,0,R0,4,train,0
9762,5036,5223,tt0430063,1,10178,14235,0,2005,Ethan Mao,0,R0,3,train,0
9761,5035,5222,tt0439833,2,10227,13329,0,2005,Steel City,0,R0,2,train,0
9760,3488,3569,tt0402910,24,10289,14397,0,2005,Chaos ,0,R0,1,train,0
9759,6043,6341,tt0366444,3,10514,14711,0,2005,Fighting Tommy Riley,0,R0,0,train,300000
8743,5014,5200,tt0446012,1,10629,14872,0,2005,One More Round,1,R1,45,test,0
8742,7274,7712,tt1333591,1,10960,12343,0,2005,Hamnden,1,R1,44,test,0
8741,4960,5143,tt0300922,2,11975,16756,0,2005,All Babes Want to Kill Me,1,R1,43,test,0
8740,4952,5131,tt0339642,3,12460,17429,0,2005,Daltry Calhoun,1,R1,42,test,0
8739,6040,6338,tt0396041,1,12604,17635,0,2005,Gory Gory Hallelujah,1,R1,41,test,425000
8738,4921,5098,tt0398982,1,13510,18900,0,2005,Duane Hopwood,1,R1,40,test,0
8737,4904,5081,tt0094291,30,13913,19465,0,2005,Wall,1,R1,39,test,0
8736,4902,5079,tt0420356,1,13931,19492,0,2005,Up For Grabs,1,R1,38,test,0
8735,4894,5070,tt0353969,25,14131,19770,0,2005,Memories of Murder,1,R1,37,test,0
8734,4888,5064,tt0337728,3,14305,20012,0,2005,Tale of Two Pizzas A,1,R1,36,test,0
8733,4868,5040,tt0390080,5,14923,20882,0,2005,Harry and Max,1,R1,35,train,0
8732,5380,5611,tt2848876,1,15141,17689,0,2005,Painting The,1,R1,34,train,0
8731,4857,5028,tt0114941,4,15355,21483,0,2005,Wild Side,1,R1,33,train,0
8730,4855,5026,tt0420627,2,15427,21582,0,2005,Formula 17,1,R1,32,train,0
8729,4854,5025,tt0468528,1,15504,21689,0,2005,One Bright Shining Moment,1,R1,31,train,0
8728,4852,5023,tt0354668,5,15516,21707,0,2005,Jigureul Jikyeora ,1,R1,30,train,0
8727,4847,5017,tt0388201,1,15655,21905,0,2005,Last Mogul The,1,R1,29,train,0
8726,4843,5011,tt0120815,51,15811,21941,0,2005,Private,1,R1,28,train,0
8725,6071,6373,tt0424272,1,16080,22497,0,2005,3 Rooms of Melancholia The,1,R1,27,train,0
8724,4827,4993,tt0287457,7,16413,22963,0,2005,Genesis,1,R1,26,train,0
8723,4810,4976,tt0379402,1,17064,23878,0,2005,Night of Henna,1,R1,25,train,0
8722,4804,4970,tt0285727,2,17528,24524,0,2005,Milwaukee Minnesota,1,R1,24,train,0
8721,4790,4956,tt0430289,2,18326,25636,0,2005,League of Ordinary Gentlemen A,1,R1,23,train,0
8720,4787,4953,tt0457452,1,18389,25726,0,2005,Reception The,1,R1,22,train,0
8719,4783,4949,tt0456549,1,18516,25905,0,2005,Mr Ya Miss,1,R1,21,train,0
8718,4740,4903,tt0478338,1,20117,28148,0,2005,Zizek,1,R1,20,train,0
8717,4737,4900,tt0363504,2,20149,28193,0,2005,Bigger Than the Sky,1,R1,19,train,0
8716,4721,4881,tt0453508,1,20684,28946,0,2005,Last Dispatch The,1,R1,18,train,0
8715,4720,4880,tt0443691,1,20702,28964,0,2005,Voices in Wartime,1,R1,17,train,0
8714,4905,5082,tt0434179,5,20893,26205,0,2005,Marebito,1,R1,16,train,0
8713,4711,4871,tt0399465,2,21024,29323,0,2005,Blackmail Boy,1,R1,15,train,0
8712,4708,4868,tt0315459,6,21108,29529,0,2005,Dallas 362,1,R1,14,train,0
8711,4700,4859,tt0108334,4,21429,29987,0,2005,Three of Hearts ,1,R1,13,train,0
8710,4696,4855,tt0411883,2,21515,30103,0,2005,Slutty Summer,1,R1,12,train,0
8709,4695,4854,tt0064169,12,21567,30175,0,2005,Clan Le,1,R1,11,train,0
8708,4668,4827,tt0341573,1,22770,31861,0,2005,Sex Politics and Cocktails,1,R1,10,train,0
8707,4650,4809,tt0447016,1,23578,32992,0,2005,Emmanuels Gift,1,R1,9,train,0
8706,4645,4804,tt0367859,3,23989,33566,0,2005,Man Who Copied The,1,R1,8,train,0
8705,4638,4796,tt0366721,2,24514,34167,0,2005,Trilogia I To Livadi pou dakryzei,1,R1,7,train,0
8704,4630,4786,tt0398830,1,25325,35432,0,2005,Cape of Good Hope,1,R1,6,train,0
8703,4617,4772,tt0412919,2,26073,36481,0,2005,Lipstick and Dynamite,1,R1,5,train,0
8702,4606,4760,tt0302297,7,26511,37091,0,2005,National Lampoons Barely Legal,1,R1,4,train,0
8701,4600,4752,tt0378284,4,26676,37324,0,2005,Machuca,1,R1,3,train,0
8700,7354,7797,tt0338013,43,28089,39307,0,2005,Eternal,1,R1,2,train,0
8699,4557,4705,tt6772950,13,28894,40428,0,2005,Or ,1,R1,1,train,0
8698,4548,4696,tt0416220,6,29500,41280,0,2005,Kamikaze Girls,1,R1,0,train,0
7749,6055,6355,tt0448978,1,30260,41406,0,2005,39 Pounds of Love,2,R2,45,test,0
7748,4520,4665,tt0405271,1,31235,43657,0,2005,Reel Paradise,2,R2,44,test,0
7747,4508,4652,tt0374036,1,32058,44859,0,2005,Medurat Hashevet,2,R2,43,test,0
